,ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1036,W1037,7.5,0.17,0.37,1.5,0.06,18.0,75.0,0.9936,3.54,0.88,10.7,1.0
1037,W1038,7.1,0.47,0.24,6.0,0.044,11.0,77.0,0.9956,3.21,0.56,9.7,1.0
1038,W1039,7.1,0.15,0.34,5.3,0.034,33.0,104.0,0.9953,3.37,0.52,9.3,2.0
1039,W1040,7.5,0.17,0.34,1.4,0.035,13.0,102.0,0.9918,3.05,,11.0,1.0
1040,W1041,8.2,0.68,0.3,2.1,0.047,17.0,138.0,0.995,3.22,0.71,10.8,1.0
1041,W1042,7.7,0.275,0.3,1.0,0.039,19.0,75.0,0.992,,0.56,10.7,1.0
1042,W1043,7.3,0.49,0.32,5.2,0.043,18.0,104.0,0.9952,3.24,0.45,10.7,1.0
1043,W1044,7.5,0.33,0.48,19.45,0.048,55.0,243.0,1.001,2.95,0.4,8.8,1.0
1044,W1045,7.2,0.21,0.37,1.6,0.049,23.0,94.0,0.9924,3.16,,10.9,2.0
1045,W1046,7.3,0.15,,2.0,0.05,24.0,92.0,0.9932,,0.45,10.5,1.0
1046,W1047,6.5,0.19,0.1,1.3,0.046,23.0,107.0,0.9937,3.29,0.45,10.0,1.0
1047,W1048,7.0,0.31,0.52,1.7,0.029,5.0,61.0,0.9918,3.07,0.43,10.4,1.0
1048,W1049,8.3,0.4,0.38,1.1,0.038,15.0,75.0,0.9934,3.03,0.43,9.2,1.0
1049,W1050,6.1,0.37,0.36,4.7,0.035,36.0,116.0,0.991,3.31,0.62,12.6,2.0
1050,W1051,7.3,0.24,,7.5,0.048,29.0,152.0,0.9962,,,9.0,1.0
1051,W1052,6.9,0.21,0.81,1.1,0.137,52.0,123.0,0.9932,3.03,0.39,9.2,2.0
1052,W1053,7.6,0.29,0.42,1.3,0.035,18.0,86.0,0.9908,2.99,0.39,11.3,1.0
1053,W1054,9.4,0.29,0.55,2.2,0.05,17.0,119.0,0.9962,3.12,0.69,10.3,1.0
1054,W1055,7.0,0.31,0.52,1.7,0.029,5.0,61.0,0.9918,3.07,0.43,10.4,1.0
1055,W1056,8.6,0.26,0.41,2.2,0.049,29.0,111.0,0.9941,2.96,,10.0,1.0
1056,W1057,7.5,0.21,0.34,1.2,0.06,26.0,111.0,0.9931,3.51,0.47,10.7,2.0
1057,W1058,7.2,0.51,0.24,10.0,0.093,35.0,197.0,0.9981,3.41,0.47,9.0,1.0
1058,W1059,7.5,0.21,0.34,1.2,0.06,26.0,111.0,0.9931,3.51,0.47,10.7,2.0
1059,W1060,5.3,0.3,0.2,1.1,0.077,48.0,166.0,0.9944,,,8.7,1.0
1060,W1061,8.0,0.26,0.36,2.0,0.054,30.0,121.0,0.992,3.09,0.72,11.6,2.0
1061,W1062,7.0,0.21,0.28,7.5,0.07,45.0,185.0,0.9966,3.34,0.55,9.4,1.0
1062,W1063,6.7,0.26,,4.0,0.079,35.5,216.0,0.9956,3.31,0.68,9.5,1.0
1063,W1064,6.7,0.26,0.26,4.1,0.073,36.0,202.0,0.9956,3.3,0.67,9.5,1.0
1064,W1065,8.1,0.26,,1.9,0.072,48.0,159.0,0.9949,3.37,0.7,10.9,2.0
1065,W1066,8.3,0.22,0.38,14.8,0.054,32.0,126.0,1.0002,3.22,0.5,9.7,1.0
1066,W1067,6.4,0.3,0.51,5.5,0.048,62.0,172.0,0.9942,3.08,0.45,9.1,2.0
1067,W1068,7.5,0.19,0.34,2.6,0.037,33.0,125.0,0.9923,3.1,0.49,11.1,2.0
1068,W1069,8.8,0.33,,6.35,0.024,9.0,87.0,0.9917,,0.4,12.6,2.0
1069,W1070,6.9,0.2,0.36,1.5,0.031,38.0,147.0,0.9931,3.35,0.56,11.0,2.0
1070,W1071,8.0,0.37,0.32,1.6,0.04,32.0,166.0,0.992,3.0,,11.3,2.0
1071,W1072,8.3,0.22,0.38,14.8,0.054,32.0,126.0,1.0002,3.22,0.5,9.7,1.0
1072,W1073,8.2,0.29,,9.1,0.036,28.0,118.0,0.9953,,,10.9,2.0
1073,W1074,7.7,0.34,0.3,8.0,0.048,25.0,192.0,0.9951,2.97,0.47,10.9,1.0
1074,W1075,6.2,0.55,0.45,12.0,0.049,27.0,186.0,0.9974,3.17,0.5,9.3,2.0
1075,W1076,6.4,0.4,0.19,3.2,0.033,28.0,124.0,0.9904,3.22,0.54,12.7,2.0
1076,W1077,7.5,0.28,,7.7,0.048,42.0,180.0,0.9974,3.37,0.59,10.1,2.0
1077,W1078,7.8,0.26,0.44,1.3,0.037,43.0,132.0,0.9944,3.18,0.65,10.0,1.0
1078,W1079,6.5,0.26,0.34,16.3,0.051,56.0,197.0,1.0004,3.49,0.42,9.8,1.0
1079,W1080,6.3,0.34,0.29,6.2,0.046,29.0,227.0,0.9952,3.29,,10.1,2.0
1080,W1081,6.8,0.15,0.33,4.7,0.059,31.0,118.0,0.9956,3.43,0.39,9.0,2.0
1081,W1082,6.3,0.27,0.25,5.8,0.038,52.0,155.0,0.995,3.28,0.38,9.4,2.0
1082,W1083,6.3,0.27,,5.8,0.038,52.0,155.0,0.995,3.28,0.38,9.4,2.0
1083,W1084,7.4,0.2,,16.95,0.048,43.0,190.0,0.9995,,0.42,9.2,2.0
1084,W1085,6.3,0.23,0.21,5.1,0.035,29.0,142.0,0.9942,3.36,0.33,10.1,2.0
1085,W1086,7.3,0.31,0.69,10.2,0.041,58.0,160.0,0.9977,3.06,0.45,8.6,1.0
1086,W1087,5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,2.0
1087,W1088,7.0,0.24,0.32,1.3,0.037,39.0,123.0,0.992,3.17,0.42,11.2,2.0
1088,W1089,7.4,0.2,,16.95,0.048,43.0,190.0,0.9995,,0.42,9.2,2.0
1089,W1090,7.0,0.17,0.33,4.0,0.034,17.0,127.0,0.9934,3.19,0.39,10.6,2.0
1090,W1091,8.3,0.21,0.58,17.1,0.049,62.0,213.0,1.0006,3.01,0.51,9.3,2.0
1091,W1092,7.2,0.21,0.35,14.5,0.048,35.0,178.0,0.9982,3.05,0.47,8.9,2.0
1092,W1093,7.1,0.21,0.4,1.2,0.069,24.0,156.0,0.9928,3.42,0.43,10.6,2.0
1093,W1094,8.4,0.17,0.31,6.7,0.038,29.0,132.0,0.9945,3.1,,10.6,2.0
1094,W1095,7.4,0.24,0.31,8.4,0.045,52.0,183.0,0.9963,3.09,0.32,8.8,1.0
1095,W1096,5.3,0.24,0.33,1.3,0.033,25.0,97.0,0.9906,,0.38,11.0,2.0
1096,W1097,6.5,0.28,0.26,8.8,0.04,44.0,139.0,0.9956,3.32,,10.2,2.0
1097,W1098,6.3,0.23,0.21,5.1,0.035,29.0,142.0,0.9942,3.36,0.33,10.1,2.0
1098,W1099,6.5,0.29,0.25,10.6,0.039,32.0,120.0,0.9962,3.31,0.34,10.1,2.0
1099,W1100,5.8,0.29,0.21,2.6,0.025,12.0,120.0,0.9894,3.39,0.79,14.0,2.0
1100,W1101,6.3,0.27,0.25,5.8,0.038,52.0,155.0,0.995,3.28,0.38,9.4,2.0
1101,W1102,6.3,0.17,0.42,2.8,0.028,45.0,107.0,0.9908,3.27,0.43,11.8,2.0
1102,W1103,6.3,0.16,0.4,1.6,0.033,59.0,148.0,0.9914,,0.53,11.4,1.0
1103,W1104,7.9,0.29,0.39,6.7,0.036,6.0,117.0,0.9938,3.12,0.42,10.7,1.0
1104,W1105,7.3,0.31,0.69,10.2,0.041,58.0,160.0,0.9977,3.06,0.45,8.6,1.0
1105,W1106,5.5,0.32,0.45,4.9,0.028,25.0,191.0,0.9922,3.51,0.49,11.5,2.0
1106,W1107,5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,2.0
1107,W1108,7.2,0.37,0.15,2.0,0.029,27.0,87.0,0.9903,3.3,0.59,12.6,2.0
1108,W1109,6.1,0.29,,1.7,0.024,13.0,76.0,0.9893,3.21,0.51,12.6,2.0
1109,W1110,9.2,0.22,0.4,2.4,0.054,18.0,151.0,0.9952,,0.46,9.3,1.0
1110,W1111,7.2,0.37,0.15,2.0,0.029,27.0,87.0,0.9903,3.3,0.59,12.6,2.0
1111,W1112,8.0,0.18,0.37,1.3,0.04,15.0,96.0,0.9912,3.06,,12.1,2.0
1112,W1113,6.5,0.22,0.34,12.0,0.053,55.0,177.0,0.9983,3.52,0.44,9.9,2.0
1113,W1114,7.4,0.18,0.4,1.6,0.047,22.0,102.0,0.9937,3.28,0.44,10.7,1.0
1114,W1115,6.5,0.52,0.17,1.4,0.047,5.0,26.0,0.9932,3.26,0.32,10.0,1.0
1115,W1116,7.0,0.15,0.38,2.2,0.047,33.0,96.0,0.9928,3.13,0.39,10.4,2.0
1116,W1117,5.9,0.415,0.13,1.4,0.04,11.0,64.0,0.9922,,0.52,10.5,1.0
1117,W1118,8.1,0.45,0.34,8.3,0.037,33.0,216.0,0.9976,3.31,0.64,9.7,1.0
1118,W1119,5.8,0.415,0.13,1.4,0.04,11.0,64.0,0.9922,3.29,0.52,10.5,1.0
1119,W1120,6.4,0.5,0.16,12.9,0.042,26.0,138.0,0.9974,3.28,0.33,9.0,1.0
1120,W1121,6.7,0.105,0.32,12.4,0.051,34.0,106.0,0.998,,0.45,9.2,2.0
1121,W1122,6.0,0.4,0.3,1.6,0.047,30.0,117.0,0.9931,3.17,0.48,10.1,2.0
1122,W1123,6.6,0.25,0.39,1.45,0.04,40.0,89.0,0.9911,3.35,0.4,11.4,2.0
1123,W1124,9.8,0.36,0.45,1.6,0.042,11.0,124.0,0.9944,2.93,0.46,10.8,1.0
1124,W1125,9.6,0.23,0.4,1.5,0.044,19.0,135.0,0.9937,,0.49,10.9,1.0
1125,W1126,6.3,0.55,0.45,13.0,0.047,33.0,182.0,0.9974,3.2,0.46,9.2,2.0
1126,W1127,6.5,0.115,0.29,1.95,0.038,73.0,166.0,0.989,3.12,0.25,12.9,2.0
1127,W1128,6.4,0.125,0.29,5.85,0.042,24.0,99.0,0.992,3.23,,12.0,2.0
1128,W1129,5.7,0.1,0.27,1.3,0.047,21.0,100.0,0.9928,3.27,0.46,9.5,1.0
1129,W1130,7.9,0.25,,5.3,0.031,33.0,117.0,0.9918,3.06,,11.8,2.0
1130,W1131,6.9,0.2,0.28,1.2,0.048,36.0,159.0,0.9936,,0.43,9.1,2.0
1131,W1132,6.9,0.23,0.34,4.0,0.047,24.0,128.0,0.9944,3.2,0.52,9.7,2.0
1132,W1133,6.8,0.39,0.31,14.35,0.043,28.0,162.0,0.9988,3.17,0.54,9.1,1.0
1133,W1134,8.7,0.22,0.42,2.3,0.053,27.0,114.0,0.994,2.99,0.43,10.0,1.0
1134,W1135,7.4,0.41,0.34,4.7,0.042,19.0,127.0,0.9953,3.25,0.42,10.4,1.0
1135,W1136,6.7,0.25,0.34,12.85,0.048,30.0,161.0,0.9986,3.44,0.47,9.5,2.0
1136,W1137,6.0,0.26,0.42,5.2,0.027,70.0,178.0,0.9914,3.4,,12.3,2.0
1137,W1138,6.1,0.31,0.37,8.4,0.031,70.0,170.0,0.9934,3.42,0.4,11.7,2.0
1138,W1139,9.2,0.28,,3.2,0.058,39.0,133.0,0.996,,0.58,9.5,1.0
1139,W1140,9.0,0.31,0.49,6.9,0.034,26.0,91.0,0.9937,2.99,,11.5,1.0
1140,W1141,8.5,0.16,0.33,1.0,0.076,17.0,57.0,0.9921,3.14,,10.6,2.0
1141,W1142,9.3,0.34,0.49,7.3,0.052,30.0,146.0,0.998,3.17,0.61,10.2,1.0
1142,W1143,9.2,0.28,,3.2,0.058,39.0,133.0,0.996,,0.58,9.5,1.0
1143,W1144,7.2,0.24,0.3,1.6,0.048,27.0,131.0,0.9933,,0.45,10.5,1.0
1144,W1145,7.2,0.25,0.32,1.5,0.047,27.0,132.0,0.9933,3.26,0.44,10.5,1.0
1145,W1146,6.8,0.32,0.18,7.5,0.041,71.0,223.0,0.9959,3.14,0.41,8.9,1.0
1146,W1147,9.1,0.27,0.32,1.1,0.031,15.0,151.0,0.9936,3.03,0.41,10.6,1.0
1147,W1148,8.9,0.34,0.32,1.3,0.041,12.0,188.0,0.9953,3.17,0.49,9.5,1.0
1148,W1149,7.0,0.17,0.37,5.7,0.025,29.0,111.0,0.9938,3.2,0.49,10.8,2.0
1149,W1150,6.7,0.25,0.23,7.2,0.038,61.0,220.0,0.9952,3.14,0.35,9.5,1.0
1150,W1151,6.9,0.32,0.17,7.6,0.042,69.0,219.0,0.9959,3.13,,8.9,1.0
1151,W1152,6.8,0.32,0.18,7.5,0.041,71.0,223.0,0.9959,3.14,0.41,8.9,1.0
1152,W1153,6.1,0.6,0.0,1.3,0.042,24.0,79.0,0.9937,,,9.4,1.0
1153,W1154,5.3,0.395,0.07,1.3,0.035,26.0,102.0,0.992,3.5,0.35,10.6,2.0
1154,W1155,7.9,0.16,0.3,4.8,0.037,37.0,171.0,0.9967,3.47,0.44,9.0,1.0
1155,W1156,7.6,0.33,0.36,2.1,0.034,26.0,172.0,0.9944,3.42,0.48,10.5,1.0
1156,W1157,7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,0.38,9.0,2.0
1157,W1158,7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,,9.0,2.0
1158,W1159,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,,9.4,2.0
1159,W1160,7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,0.38,9.0,2.0
1160,W1161,7.5,0.14,0.34,1.3,0.055,50.0,153.0,0.9945,3.29,0.8,9.6,2.0
1161,W1162,7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,0.38,9.0,2.0
1162,W1163,6.6,0.25,0.41,7.4,0.043,29.0,151.0,0.9946,3.15,,10.2,2.0
1163,W1164,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,2.0
1164,W1165,8.2,0.23,0.49,0.9,0.057,15.0,73.0,0.9928,3.07,0.38,10.4,2.0
1165,W1166,6.0,0.24,0.32,6.3,0.03,34.0,129.0,0.9946,3.52,,10.4,1.0
1166,W1167,6.1,0.45,0.27,0.8,0.039,13.0,82.0,0.9927,3.23,0.32,9.5,1.0
1167,W1168,7.4,0.23,,1.4,0.044,22.0,113.0,0.9938,,,10.6,2.0
1168,W1169,7.2,0.2,0.38,1.0,0.037,21.0,74.0,0.9918,3.21,0.37,11.0,1.0
1169,W1170,7.5,0.14,0.34,1.3,0.055,50.0,153.0,0.9945,3.29,0.8,9.6,2.0
1170,W1171,7.7,0.25,0.43,4.5,0.062,20.0,115.0,0.9966,,0.5,9.9,2.0
1171,W1172,8.2,0.61,0.45,5.4,0.03,15.0,118.0,0.9954,3.14,0.34,9.6,1.0
1172,W1173,7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.9913,3.01,0.7,12.8,2.0
1173,W1174,7.4,0.22,,2.0,0.045,31.0,101.0,0.9931,,0.55,11.4,1.0
1174,W1175,7.2,0.26,,12.7,0.036,49.0,214.0,0.9986,,0.5,10.0,2.0
1175,W1176,6.4,0.25,0.41,8.6,0.042,57.0,173.0,0.9965,3.0,0.44,9.1,1.0
1176,W1177,6.3,0.32,0.35,11.1,0.039,29.0,198.0,0.9984,3.36,0.5,9.4,2.0
1177,W1178,6.8,0.25,0.29,2.0,0.042,19.0,189.0,0.9952,3.46,0.54,10.2,2.0
1178,W1179,9.8,0.44,0.4,2.8,0.036,35.0,167.0,0.9956,2.97,0.39,9.2,1.0
1179,W1180,7.2,0.2,0.25,4.5,0.044,31.0,109.0,0.9949,3.23,0.36,9.4,1.0
1180,W1181,8.2,0.61,0.45,5.4,0.03,15.0,118.0,0.9954,3.14,0.34,9.6,1.0
1181,W1182,7.5,0.42,0.45,9.1,0.029,20.0,125.0,0.996,3.12,0.36,10.1,2.0
1182,W1183,7.4,0.22,0.33,2.0,0.045,31.0,101.0,0.9931,3.42,0.55,11.4,1.0
1183,W1184,6.4,0.26,0.3,2.2,0.025,33.0,134.0,0.992,3.21,0.47,10.6,2.0
1184,W1185,7.9,0.46,0.32,4.1,0.033,40.0,138.0,0.9912,3.18,,12.8,2.0
1185,W1186,6.5,0.41,0.64,11.8,0.065,65.0,225.0,0.9978,3.12,0.51,8.9,1.0
1186,W1187,7.5,0.32,0.37,1.2,0.048,22.0,184.0,0.9938,3.09,0.43,9.3,1.0
1187,W1188,6.6,0.21,0.38,2.2,0.026,40.0,104.0,0.9914,3.25,0.4,11.1,2.0
1188,W1189,7.1,0.21,0.3,1.4,0.037,45.0,143.0,0.9932,3.13,0.33,9.9,2.0
1189,W1190,7.6,0.26,0.47,1.6,0.068,5.0,55.0,0.9944,3.1,0.45,9.6,1.0
1190,W1191,7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.9913,,0.7,12.8,2.0
1191,W1192,6.9,0.25,0.26,5.2,0.024,36.0,135.0,0.9948,3.16,0.72,10.7,2.0
1192,W1193,7.1,0.26,,14.45,0.074,29.0,107.0,0.998,2.96,0.42,9.2,2.0
1193,W1194,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,2.0
1194,W1195,6.2,0.37,0.22,8.3,0.025,36.0,216.0,0.9964,3.33,0.6,9.6,2.0
1195,W1196,7.9,0.22,0.45,14.2,0.038,53.0,141.0,0.9992,3.03,0.46,9.2,2.0
1196,W1197,6.9,0.25,0.26,5.2,0.024,36.0,135.0,0.9948,3.16,0.72,10.7,2.0
1197,W1198,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,,9.1,2.0
1198,W1199,7.1,0.26,0.32,14.45,0.074,29.0,107.0,0.998,2.96,0.42,9.2,2.0
1199,W1200,7.4,0.25,0.37,6.9,0.02,14.0,93.0,0.9939,3.0,,10.7,2.0
1200,W1201,6.8,0.18,0.37,1.5,0.027,37.0,93.0,0.992,3.3,0.45,10.8,2.0
1201,W1202,7.0,0.17,0.37,1.5,0.028,26.0,75.0,0.9922,3.3,0.46,10.8,2.0
1202,W1203,6.4,0.3,0.38,7.8,0.046,35.0,192.0,0.9955,3.1,0.37,9.0,1.0
1203,W1204,5.0,0.33,0.16,1.5,0.049,10.0,97.0,0.9917,3.48,0.44,10.7,2.0
1204,W1205,5.0,0.33,0.16,1.5,0.049,10.0,97.0,0.9917,3.48,0.44,10.7,2.0
1205,W1206,8.9,0.33,0.32,1.5,0.047,11.0,200.0,0.9954,3.19,,9.4,1.0
1206,W1207,7.0,0.26,0.46,15.55,0.037,61.0,171.0,0.9986,,,8.8,2.0
1207,W1208,6.4,0.3,0.38,7.8,0.046,35.0,192.0,0.9955,3.1,0.37,9.0,1.0
1208,W1209,6.3,0.21,0.4,1.7,0.031,48.0,134.0,0.9917,3.42,0.49,11.5,2.0
1209,W1210,8.0,0.23,0.46,1.5,0.03,30.0,125.0,0.9907,3.23,0.47,12.5,2.0
1210,W1211,9.2,0.28,,1.0,0.042,14.0,59.0,0.9922,2.96,0.25,10.5,2.0
1211,W1212,7.3,0.27,0.39,6.7,0.064,28.0,188.0,0.9958,3.29,,9.7,1.0
1212,W1213,7.6,0.32,0.36,1.6,0.04,32.0,155.0,0.993,3.23,0.52,11.3,2.0
1213,W1214,5.0,0.33,0.16,1.5,0.049,10.0,97.0,0.9917,3.48,0.44,10.7,2.0
1214,W1215,9.7,0.24,0.45,1.2,0.033,11.0,59.0,0.9926,2.74,0.47,10.8,2.0
1215,W1216,8.0,0.28,0.42,7.1,0.045,41.0,169.0,0.9959,3.17,0.43,10.6,1.0
1216,W1217,8.2,0.37,,1.0,0.034,17.0,93.0,0.9906,,0.32,11.7,2.0
1217,W1218,8.0,0.61,0.38,12.1,0.301,24.0,220.0,0.9993,,0.48,9.2,1.0
1218,W1219,7.2,0.26,0.44,7.1,0.027,25.0,126.0,0.993,3.02,,11.1,2.0
1219,W1220,8.2,0.37,0.36,1.0,0.034,17.0,93.0,0.9906,3.04,0.32,11.7,2.0
1220,W1221,6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11.0,2.0
1221,W1222,5.9,0.4,0.32,6.0,0.034,50.0,127.0,0.992,3.51,0.58,12.5,2.0
1222,W1223,7.6,0.28,0.39,1.2,0.038,21.0,115.0,0.994,,0.67,10.0,2.0
1223,W1224,8.0,0.28,0.42,7.1,0.045,41.0,169.0,0.9959,3.17,0.43,10.6,1.0
1224,W1225,7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,3.26,0.54,12.3,2.0
1225,W1226,6.8,0.32,0.37,3.4,0.023,19.0,87.0,0.9902,3.14,0.53,12.7,2.0
1226,W1227,7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,3.26,0.54,12.3,2.0
1227,W1228,6.9,0.18,0.38,6.5,0.039,20.0,110.0,0.9943,3.1,0.42,10.5,1.0
1228,W1229,9.4,0.26,,1.2,0.047,25.0,109.0,0.9921,3.23,0.28,12.5,2.0
1229,W1230,8.3,0.33,0.42,1.15,0.033,18.0,96.0,0.9911,3.2,,12.4,1.0
1230,W1231,7.3,0.29,0.3,13.0,0.043,46.0,238.0,0.9986,3.06,0.41,8.7,2.0
1231,W1232,7.9,0.41,,4.5,0.03,40.0,114.0,0.992,,0.54,12.4,2.0
1232,W1233,7.9,0.44,0.37,5.85,0.033,27.0,93.0,0.992,3.16,,12.6,2.0
1233,W1234,7.7,0.39,0.3,5.2,0.037,29.0,131.0,0.9943,,0.44,11.0,2.0
1234,W1235,7.7,0.26,0.31,1.3,0.043,47.0,155.0,0.9937,3.42,,10.1,2.0
1235,W1236,7.8,0.32,,1.7,0.036,46.0,195.0,0.993,,0.48,10.5,1.0
1236,W1237,6.8,0.32,0.37,3.4,0.023,19.0,87.0,0.9902,,0.53,12.7,2.0
1237,W1238,7.3,0.24,,3.6,0.024,35.0,116.0,0.9928,,,10.9,1.0
1238,W1239,7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,2.0
1239,W1240,10.3,0.25,0.48,2.2,0.042,28.0,164.0,0.998,3.19,0.59,9.7,1.0
1240,W1241,7.9,0.14,0.28,1.8,0.041,44.0,178.0,0.9954,,0.43,9.2,2.0
1241,W1242,7.4,0.18,,2.1,0.036,33.0,187.0,0.9938,,0.41,10.6,2.0
1242,W1243,8.1,0.43,0.42,6.6,0.033,36.0,141.0,0.9918,2.98,0.39,13.3,2.0
1243,W1244,7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,2.0
1244,W1245,6.4,0.26,0.22,5.1,0.037,23.0,131.0,0.9944,3.29,0.32,10.1,1.0
1245,W1246,8.0,0.66,0.72,17.55,0.042,62.0,233.0,0.9999,2.92,,9.4,1.0
1246,W1247,8.0,0.2,0.4,5.2,0.055,41.0,167.0,0.9953,,,10.6,2.0
1247,W1248,7.2,0.21,,1.1,0.046,25.0,80.0,0.992,3.25,0.4,11.3,2.0
1248,W1249,7.2,0.18,0.31,1.1,0.045,20.0,73.0,0.9925,3.32,0.4,10.8,2.0
1249,W1250,8.4,0.57,0.44,10.7,0.051,46.0,195.0,0.9981,,0.51,10.4,1.0
1250,W1251,5.3,0.26,0.23,5.15,0.034,48.0,160.0,0.9952,3.82,0.51,10.5,2.0
1251,W1252,5.7,0.245,0.33,1.1,0.049,28.0,150.0,0.9927,3.13,0.42,9.3,1.0
1252,W1253,5.6,0.245,0.32,1.1,0.047,24.0,152.0,0.9927,3.12,0.42,9.3,2.0
1253,W1254,7.3,0.25,0.41,1.8,0.037,52.0,165.0,0.9911,3.29,0.39,12.2,2.0
1254,W1255,7.0,0.16,,1.0,0.138,58.0,150.0,0.9936,3.08,0.3,9.2,1.0
1255,W1256,6.4,0.22,,1.8,0.057,29.0,104.0,0.9959,,,10.3,2.0
1256,W1257,7.3,0.18,0.65,1.4,0.046,28.0,157.0,0.9946,3.33,0.62,9.4,2.0
1257,W1258,6.4,0.17,0.27,6.7,0.036,88.0,223.0,0.9948,3.28,0.35,10.2,2.0
1258,W1259,6.9,0.29,,6.8,0.034,65.0,212.0,0.9955,,0.39,9.0,2.0
1259,W1260,6.2,0.21,,6.8,0.036,64.0,245.0,0.9951,3.06,0.36,9.3,2.0
1260,W1261,6.4,0.23,0.3,7.1,0.037,63.0,236.0,0.9952,3.06,0.34,9.2,2.0
1261,W1262,7.3,0.19,,1.5,0.05,31.0,156.0,0.9946,3.32,0.64,9.4,2.0
1262,W1263,7.3,0.18,0.65,1.4,0.046,28.0,157.0,0.9946,3.33,0.62,9.4,2.0
1263,W1264,9.6,0.29,0.46,1.45,0.039,77.5,223.0,0.9944,2.92,0.46,9.5,2.0
1264,W1265,7.2,0.14,0.35,1.2,0.036,15.0,73.0,0.9938,3.46,,9.9,1.0
1265,W1266,6.9,0.31,0.34,7.4,0.059,36.0,174.0,0.9963,,0.62,11.1,2.0
1266,W1267,7.5,0.28,0.34,4.2,0.028,36.0,116.0,0.991,2.99,0.41,12.3,2.0
1267,W1268,8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,2.0
1268,W1269,7.6,0.31,,10.5,0.04,21.0,145.0,0.9966,3.04,0.35,9.4,1.0
1269,W1270,8.4,0.35,,13.8,0.048,55.0,190.0,0.9993,3.07,0.58,9.4,2.0
1270,W1271,8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,2.0
1271,W1272,8.1,0.5,,1.1,0.037,23.0,126.0,0.9938,,0.42,10.9,1.0
1272,W1273,7.0,0.39,0.31,5.3,0.169,32.0,162.0,0.9965,3.2,0.48,9.4,1.0
1273,W1274,8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.9938,3.21,0.42,10.9,1.0
1274,W1275,8.4,0.35,0.56,13.8,0.048,55.0,190.0,0.9993,3.07,0.58,9.4,2.0
1275,W1276,6.2,0.22,0.27,1.5,0.064,20.0,132.0,0.9938,3.22,,9.2,2.0
1276,W1277,8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,2.0
1277,W1278,7.6,0.31,,10.5,0.04,21.0,145.0,0.9966,,0.35,9.4,1.0
1278,W1279,7.0,0.24,0.36,4.9,0.083,10.0,133.0,0.9942,3.33,0.37,10.8,2.0
1279,W1280,6.6,0.27,0.3,1.9,0.025,14.0,153.0,0.9928,3.29,0.62,10.5,2.0
1280,W1281,7.8,0.16,,1.7,0.026,29.0,140.0,0.991,3.02,0.78,12.5,2.0
1281,W1282,7.7,0.27,,1.8,0.028,26.0,168.0,0.9911,,,12.1,2.0
1282,W1283,7.4,0.31,0.74,10.7,0.039,51.0,147.0,0.9977,,0.43,8.7,1.0
1283,W1284,8.0,0.45,0.36,8.8,0.026,50.0,151.0,0.9927,3.07,0.25,12.7,2.0
1284,W1285,7.7,0.27,0.34,1.8,0.028,26.0,168.0,0.9911,2.99,0.48,12.1,2.0
1285,W1286,7.8,0.16,0.41,1.7,0.026,29.0,140.0,0.991,3.02,,12.5,2.0
1286,W1287,6.6,0.16,0.29,1.8,0.05,40.0,147.0,0.9912,3.06,,11.4,2.0
1287,W1288,8.3,0.21,0.4,1.6,0.032,35.0,110.0,0.9907,3.02,0.6,12.9,2.0
1288,W1289,7.2,0.32,0.33,1.4,0.029,29.0,109.0,0.9902,3.15,0.51,12.8,2.0
1289,W1290,6.6,0.16,0.3,1.6,0.034,15.0,78.0,0.992,3.38,0.44,11.2,2.0
1290,W1291,8.4,0.16,0.33,1.5,0.033,16.0,98.0,0.994,3.14,0.42,9.7,2.0
1291,W1292,7.5,0.23,0.32,9.2,0.038,54.0,191.0,0.9966,3.04,,9.7,2.0
